Open,High,Low,Close,Adj Close,Volume,Date
0.964286029,1.02008903,0.945870996,1.018414974,0.866791606,441067200,07-02-2000
1.017856956,1.036829948,0.993304014,1.025670052,0.872966886,408643200,08-02-2000
1.018972993,1.045758963,1.003906012,1.005579948,0.855867445,299364800,09-02-2000
1.007812977,1.016741037,0.982142985,1.013393044,0.862517297,302982400,10-02-2000
1.014508963,1.018972993,0.966517985,0.970982015,0.826420724,212251200,11-02-2000
0.976004004,1.034597993,0.969865978,1.034039974,0.880090415,367539200,14-02-2000
1.029018044,1.070870996,1.028460026,1.0625,0.904313207,485744000,15-02-2000
1.05133903,1.054687977,1.001116037,1.018972993,0.867266476,378246400,16-02-2000
1.028460026,1.03125,1.010045052,1.025670052,0.872966886,289497600,17-02-2000
1.023437977,1.030133963,0.989955008,0.993304014,0.845419347,233441600,18-02-2000
0.983259022,1.044085026,0.952566981,1.016183019,0.864892066,422296000,22-02-2000
1.011021018,1.0625,0.991070986,1.037945986,0.883414745,473099200,23-02-2000
1.047433019,1.063616037,0.997767985,1.028599024,0.875459611,376432000,24-02-2000
1.025112033,1.044643044,0.983259022,0.985490978,0.838769376,249144000,25-02-2000
0.983259022,1.02678597,0.967634022,1.01116097,0.860617638,328328000,28-02-2000
1.013950944,1.046875,1.005022049,1.023437977,0.871066928,368961600,29-02-2000
1.058593988,1.179129004,1.05803597,1.163504004,0.990279675,1077003200,01-03-2000
1.133929014,1.142299056,1.077566981,1.08928597,0.927111328,311259200,02-03-2000
1.114954948,1.144950032,1.071429014,1.142856956,0.972706556,323366400,03-03-2000
1.125,1.152902007,1.116070986,1.122210026,0.955133677,210560000,06-03-2000
1.128906012,1.137835026,1.081472993,1.097097993,0.933760166,273011200,07-03-2000
1.097097993,1.106585026,1.058593988,1.08928597,0.927111328,271230400,08-03-2000
1.079241037,1.116070986,1.055804014,1.091518044,0.929011106,276718400,09-03-2000
1.086495996,1.142299056,1.080356956,1.122768044,0.955608487,248606400,10-03-2000
1.090402007,1.12946403,1.06696403,1.083147049,0.921886742,303956800,13-03-2000
1.082309961,1.109375,1.017856956,1.02008903,0.868216515,428579200,14-03-2000
1.032366037,1.07366097,1.018972993,1.037945986,0.883414745,443609600,15-03-2000
1.047433019,1.08928597,1.022320986,1.085379004,0.923785925,378100800,16-03-2000
1.072545052,1.116070986,1.068079948,1.116070986,0.949908435,305043200,17-03-2000
1.102679014,1.127231956,1.092633963,1.09821403,0.934710205,204489600,20-03-2000
1.094308019,1.220981956,1.085937977,1.204799056,1.025426388,524328000,21-03-2000
1.185546994,1.289062977,1.174664974,1.287387967,1.095719576,567996800,22-03-2000
1.267856956,1.342633963,1.25,1.261718988,1.073872209,562564800,23-03-2000
1.271762967,1.285156012,1.209820986,1.238281012,1.053923845,446913600,24-03-2000
1.228795052,1.29241097,1.222097993,1.246093988,1.060573339,279182400,27-03-2000
1.225445986,1.267856956,1.224329948,1.242187977,1.057248831,202966400,28-03-2000
1.244420052,1.244977951,1.194893956,1.213727951,1.033026099,239836800,29-03-2000
1.192522049,1.229352951,1.119977951,1.122768044,0.955608487,414400000,30-03-2000
1.137835026,1.225445986,1.125,1.212612033,1.03207624,404633600,31-03-2000
1.209820986,1.24553597,1.155691981,1.190289974,1.013077855,328563200,03-04-2000
1.184152007,1.1875,1.04241097,1.136718988,0.96748215,660329600,04-04-2000
1.129184961,1.186383963,1.107143044,1.164062977,0.99075532,457665600,05-04-2000
1.166295052,1.200893044,1.100445986,1.117745996,0.951334178,259627200,06-04-2000
1.13616097,1.177454948,1.12053597,1.17633903,1.001204014,242435200,07-04-2000
1.175781012,1.185268044,1.11383903,1.116070986,0.949908435,212262400,10-04-2000
1.102679014,1.114954948,1.054129004,1.066406012,0.907637835,541822400,11-04-2000
1.0625,1.0625,0.936384022,0.975445986,0.830220044,941136000,12-04-2000
0.995536029,1.071429014,0.96875,1.016183019,0.864892066,529827200,13-04-2000
0.976004004,1.053570986,0.973213971,0.998884022,0.850168467,667620800,14-04-2000
0.977679014,1.106585026,0.973771989,1.106027007,0.941359818,409561600,17-04-2000
1.102679014,1.132812977,1.065847993,1.132812977,0.964158058,390924800,18-04-2000
1.126674056,1.162945986,1.069195986,1.081472993,0.920461535,520150400,19-04-2000
1.104352951,1.11383903,1.045200944,1.061383963,0.903363228,722120000,20-04-2000
1.02678597,1.075893044,1.024554014,1.075893044,0.915712416,443620800,24-04-2000
1.090402007,1.149554014,1.089843988,1.145647049,0.975081325,391641600,25-04-2000
1.130579948,1.142856956,1.071429014,1.083147049,0.921886742,366912000,26-04-2000
1.046316981,1.133929014,1.040876031,1.131695986,0.963207066,326603200,27-04-2000
1.135045052,1.138393044,1.083147049,1.107700944,0.942784488,249580800,28-04-2000
1.114954948,1.117187977,1.088170052,1.109933019,0.944684267,226195200,01-05-2000
1.100445986,1.127231956,1.049106956,1.052454948,0.895763636,236432000,02-05-2000
1.061941981,1.08258903,0.996652007,1.027343988,0.874391317,489798400,03-05-2000
1.027902007,1.029018044,0.987164974,0.988281012,0.841144025,399515200,04-05-2000
0.989396989,1.024554014,0.988560021,1.010045052,0.859667718,284076800,05-05-2000
1.000836968,1.015066981,0.982142985,0.983259022,0.836869776,184900800,08-05-2000
0.984933019,0.993304014,0.936384022,0.941406012,0.801248014,327140800,09-05-2000
0.929129004,0.9375,0.881695986,0.886718988,0.754702806,535091200,10-05-2000
0.905134022,0.930804014,0.883929014,0.917968988,0.781300128,499744000,11-05-2000
0.946429014,0.986607015,0.935406983,0.960937977,0.817872107,306913600,12-05-2000
0.964843988,0.964843988,0.893972993,0.901786029,0.767526448,678932800,15-05-2000
0.933175027,0.973771989,0.917411029,0.943638027,0.803147793,440451200,16-05-2000
0.925222993,0.925781012,0.896205008,0.905134022,0.770376205,398092800,17-05-2000
0.919642985,0.936941981,0.898437977,0.899554014,0.765626907,373777600,18-05-2000
0.886161029,0.886161029,0.833705008,0.839286029,0.714331865,740667200,19-05-2000
0.837054014,0.837054014,0.767857015,0.803013027,0.683458924,755507200,22-05-2000
0.808036029,0.833705008,0.764509022,0.766183019,0.652112424,517585600,23-05-2000
0.769531012,0.801338971,0.741070986,0.782923996,0.666360974,678462400,24-05-2000
0.790179014,0.827287972,0.767857015,0.779156983,0.663154721,406750400,25-05-2000
0.785713971,0.802455008,0.761161029,0.771205008,0.656386614,181148800,26-05-2000
0.782365978,0.786830008,0.729911029,0.781808019,0.665411234,713059200,30-05-2000
0.775669992,0.814732015,0.748326004,0.75,0.638338685,433507200,31-05-2000
0.729911029,0.799664974,0.717634022,0.795759022,0.677285135,903840000,01-06-2000
0.837054014,0.890625,0.794642985,0.826451004,0.703407586,792848000,02-06-2000
0.833146989,0.850445986,0.800781012,0.815289974,0.693908274,323668800,05-06-2000
0.821150005,0.863838971,0.806361973,0.829240978,0.705782175,525481600,06-06-2000
0.835937977,0.866070986,0.818080008,0.862164974,0.733804464,337019200,07-06-2000
0.871652007,0.879463971,0.831472993,0.846539974,0.720505655,238526400,08-06-2000
0.863838971,0.874441981,0.842634022,0.854911029,0.727630496,252358400,09-06-2000
0.860490978,0.861048996,0.811384022,0.814173996,0.692958415,290337600,12-06-2000
0.814173996,0.845423996,0.787388027,0.84375,0.718131304,351456000,13-06-2000
0.845423996,0.859375,0.804687977,0.807478011,0.687259316,277446400,14-06-2000
0.814732015,0.833705008,0.794642985,0.824777007,0.701982796,248572800,15-06-2000
0.834820986,0.837054014,0.795201004,0.814173996,0.692958415,303564800,16-06-2000
0.808593988,0.873884022,0.801896989,0.862722993,0.734279394,394004800,19-06-2000
0.879463971,0.928013027,0.878347993,0.904017985,0.769426525,501390400,20-06-2000
0.901786029,1.016741037,0.898437977,0.993304014,0.845419347,490000000,21-06-2000
0.995536029,1.029018044,0.956472993,0.959820986,0.816921294,467712000,22-06-2000
0.960379004,0.975445986,0.907365978,0.922990978,0.785574496,204965600,23-06-2000
0.9375,0.977679014,0.930804014,0.966517985,0.822621226,185354400,26-06-2000
0.960379004,0.991070986,0.921875,0.924107015,0.786524415,203470400,27-06-2000
0.952009022,0.988838971,0.919642985,0.972097993,0.827370405,286428800,28-06-2000
0.947544992,0.963169992,0.911830008,0.915179014,0.778925776,203660800,29-06-2000
0.943080008,0.981027007,0.922990978,0.935267985,0.796023726,323097600,30-06-2000
0.930804014,0.969865978,0.930804014,0.952009022,0.810272455,70828800,03-07-2000
0.950892985,0.985490978,0.90625,0.921875,0.784624696,265216000,05-07-2000
0.9375,0.945312977,0.886161029,0.925222993,0.787474334,309545600,06-07-2000
0.939173996,0.978794992,0.930804014,0.972097993,0.827370405,263603200,07-07-2000
0.965960026,1.040179014,0.959820986,1.02008903,0.868216515,397796000,10-07-2000
1.017856956,1.05803597,0.989955008,1.016741037,0.865367055,357896000,11-07-2000
1.037945986,1.052454948,1.006695986,1.05133903,0.894813776,225433600,12-07-2000
1.044643044,1.08258903,0.977679014,1.008929014,0.858717978,445659200,13-07-2000
1.02008903,1.053570986,1.015625,1.030133963,0.876765847,190276800,14-07-2000
1.040179014,1.050222993,1.02008903,1.041295052,0.886265397,260002400,17-07-2000
1.044643044,1.05133903,1.015625,1.022320986,0.870116115,318404800,18-07-2000
0.985490978,1.014508963,0.924107015,0.940847993,0.800773025,457872800,19-07-2000
0.982142985,1.018972993,0.966517985,0.984375,0.837819695,465572800,20-07-2000
0.970703006,0.993304014,0.945312977,0.956472993,0.814071774,196235200,21-07-2000
0.938615978,0.944195986,0.848213971,0.869419992,0.739979208,412171200,24-07-2000
0.898437977,0.904017985,0.876115978,0.893972993,0.760876656,211607200,25-07-2000
0.890066981,0.915179014,0.879463971,0.893972993,0.760876656,210470400,26-07-2000
0.892857015,0.950892985,0.890625,0.928570986,0.790323973,294985600,27-07-2000
0.933593988,0.9375,0.837054014,0.862722993,0.734279394,237893600,28-07-2000
0.877789974,0.921875,0.870536029,0.907365978,0.772275984,155299200,31-07-2000
0.898437977,0.913504004,0.879463971,0.880580008,0.749477744,137284000,01-08-2000
0.875,0.891740978,0.842634022,0.84375,0.718131304,162355200,02-08-2000
0.813615978,0.858259022,0.790179014,0.857142985,0.729530215,339897600,03-08-2000
0.883370996,0.915179014,0.827009022,0.845982015,0.720030904,263121600,04-08-2000
0.854911029,0.876115978,0.842634022,0.856027007,0.728580356,187348000,07-08-2000
0.856027007,0.857142985,0.827009022,0.834820986,0.710531354,176674400,08-08-2000
0.859375,0.864955008,0.84375,0.848213971,0.721930563,379640800,09-08-2000
0.857142985,0.864955008,0.845982015,0.849330008,0.722880304,251714400,10-08-2000
0.836495996,0.857142985,0.813615978,0.851562977,0.724780858,238056000,11-08-2000
0.849888027,0.851562977,0.827009022,0.840402007,0.715281606,156660000,14-08-2000
0.84375,0.856027007,0.830357015,0.833705008,0.709581554,114200800,15-08-2000
0.837054014,0.875,0.835937977,0.866070986,0.737129033,143673600,16-08-2000
0.863838971,0.936384022,0.862722993,0.918527007,0.781775355,270900000,17-08-2000
0.917411029,0.925222993,0.890625,0.892857015,0.759926975,190176000,18-08-2000
0.897320986,0.920759022,0.886161029,0.901786029,0.767526448,134467200,21-08-2000
0.904017985,0.943080008,0.899554014,0.922990978,0.785574496,276802400,22-08-2000
0.919085026,0.977679014,0.911830008,0.969865978,0.825470746,236863200,23-08-2000
0.976283014,1.01116097,0.953125,1.001953006,0.85278064,310766400,24-08-2000
1.008929014,1.02678597,1.006695986,1.014508963,0.863467157,334460000,25-08-2000
1.022320986,1.053570986,1.018972993,1.036829948,0.882465005,359004800,28-08-2000
1.033481956,1.061383963,1.030133963,1.056920052,0.899564028,267030400,29-08-2000
1.053570986,1.071429014,1.048269987,1.0625,0.904313207,285392800,30-08-2000
1.053012967,1.09821403,1.052454948,1.088170052,0.92616117,419596800,31-08-2000
1.094866037,1.13616097,1.091518044,1.132812977,0.964158058,256872000,01-09-2000
1.118862033,1.14508903,1.111606956,1.114954948,0.948958516,298642400,05-09-2000
1.095981956,1.11383903,1.03125,1.043527007,0.888164937,355404000,06-09-2000
1.055804014,1.117187977,1.040179014,1.107143044,0.942309797,217464800,07-09-2000
1.100445986,1.100445986,1.044643044,1.05133903,0.894813776,195518400,08-09-2000
1.047991037,1.078125,1.037945986,1.043527007,0.888164937,187381600,11-09-2000
1.023995996,1.072545052,1.017856956,1.03125,0.877715886,187997600,12-09-2000
1.013393044,1.0625,1.013393044,1.03571403,0.881515145,305984000,13-09-2000
1.045758963,1.064731956,1.014508963,1.01534605,0.864179492,426552000,14-09-2000
1.03125,1.039062977,0.96875,0.986328006,0.83948195,394514400,15-09-2000
0.986607015,1.084820986,0.983259022,1.083147049,0.921886742,424536000,18-09-2000
1.06696403,1.080356956,1.045758963,1.070312977,0.910963237,271510400,19-09-2000
1.060825944,1.097097993,1.045758963,1.090123057,0.927823782,227388000,20-09-2000
1.044643044,1.064731956,0.986607015,1.012277007,0.861567736,510490400,21-09-2000
0.898437977,0.936384022,0.892857015,0.931919992,0.793174267,726700800,22-09-2000
0.941963971,0.991070986,0.929687977,0.955357015,0.813122094,435551200,25-09-2000
0.952009022,0.977679014,0.917411029,0.918527007,0.781775355,290936800,26-09-2000
0.924107015,0.941963971,0.861607015,0.873884022,0.743778646,402259200,27-09-2000
0.880580008,0.960937977,0.859375,0.955357015,0.813122094,979585600,28-09-2000
0.503347993,0.517857015,0.453125,0.459820986,0.391362041,7421640800,29-09-2000
0.476563007,0.477679014,0.419643015,0.433036,0.368564874,2424788800,02-10-2000
0.445313007,0.446429014,0.396205008,0.398438007,0.339117885,2038120000,03-10-2000
0.399554014,0.424106985,0.390625,0.421875,0.359065652,1466024000,04-10-2000
0.419643015,0.4375,0.392856985,0.393972993,0.335317641,873006400,05-10-2000
0.405133992,0.409597993,0.375,0.396205008,0.337217391,612656800,06-10-2000
0.404018015,0.408481985,0.377231985,0.388393015,0.330568433,597564800,09-10-2000
0.386161,0.400669992,0.366070986,0.372768015,0.317269742,691101600,10-10-2000
0.359375,0.375,0.341518015,0.350445986,0.298271,1198422400,11-10-2000
0.362722993,0.371652007,0.348214,0.357143015,0.303970963,1191064000,12-10-2000
0.361606985,0.395089,0.357143015,0.393972993,0.335317641,1247752800,13-10-2000
0.398438007,0.415179014,0.381695986,0.383929014,0.326769024,820176000,16-10-2000
0.387277007,0.391741008,0.351563007,0.359375,0.305870771,601720000,17-10-2000
0.347097993,0.376116008,0.334820986,0.359375,0.305870771,834265600,18-10-2000
0.342076004,0.353794992,0.327008992,0.338169992,0.287822783,1506724800,19-10-2000
0.340402007,0.363839,0.338169992,0.348214,0.296371281,791263200,20-10-2000
0.361885995,0.367188007,0.347097993,0.363839,0.309670091,551292000,23-10-2000
0.369419992,0.372768015,0.335938007,0.337054014,0.286872923,804451200,24-10-2000
0.340402007,0.342633992,0.329241008,0.330356985,0.281172872,663969600,25-10-2000
0.335938007,0.337054014,0.3125,0.330356985,0.281172872,721851200,26-10-2000
0.337054014,0.342633992,0.319195986,0.331472993,0.282122701,744503200,27-10-2000
0.341518015,0.356027007,0.334820986,0.344866008,0.293521821,639189600,30-10-2000
0.352679014,0.361606985,0.34375,0.349330008,0.297321141,885880800,31-10-2000
0.347097993,0.372768015,0.347097993,0.366070986,0.31156978,575366400,01-11-2000
0.377231985,0.400669992,0.376116008,0.398438007,0.339117885,590693600,02-11-2000
0.410714,0.410714,0.391741008,0.397320986,0.338167191,515821600,03-11-2000
0.400669992,0.404018015,0.372768015,0.382813007,0.325819254,393478400,06-11-2000
0.383929014,0.389508992,0.371652007,0.380580008,0.32391867,301963200,07-11-2000
0.381695986,0.382813007,0.353794992,0.358258992,0.304920733,422088800,08-11-2000
0.354911,0.366070986,0.340402007,0.360491008,0.306820482,476834400,09-11-2000
0.345703006,0.354911,0.340402007,0.340402007,0.289722294,422251200,10-11-2000
0.334820986,0.357143015,0.325893015,0.345981985,0.294471592,431816000,13-11-2000
0.356027007,0.366070986,0.349330008,0.361606985,0.307770312,409001600,14-11-2000
0.357701004,0.360491008,0.34375,0.354911,0.302071244,282357600,15-11-2000
0.348214,0.353794992,0.337054014,0.339286,0.288772494,239372000,16-11-2000
0.342633992,0.34375,0.325893015,0.330356985,0.281172872,446180000,17-11-2000
0.332031012,0.348214,0.325893015,0.338169992,0.287822783,408066400,20-11-2000
0.342633992,0.348214,0.334820986,0.335938007,0.285922945,301952000,21-11-2000
0.335938007,0.341518015,0.328125,0.330356985,0.281172872,280532000,22-11-2000
0.336775005,0.348214,0.335938007,0.344866008,0.293521821,160932800,24-11-2000
0.354911,0.356027007,0.330356985,0.333705008,0.28402248,258792800,27-11-2000
0.333705008,0.339286,0.320313007,0.321987003,0.274049014,269124800,28-11-2000
0.323103011,0.327008992,0.308036,0.313616008,0.266924322,492150400,29-11-2000
0.297991008,0.303570986,0.287945986,0.294643015,0.250776082,809597600,30-11-2000
0.303570986,0.3125,0.300222993,0.304688007,0.259325534,385705600,01-12-2000
0.306919992,0.306919992,0.293527007,0.297991008,0.253625691,371520800,04-12-2000
0.302455008,0.311383992,0.292411,0.303570986,0.25837481,613978400,05-12-2000
0.261161,0.267856985,0.25,0.255580008,0.217528835,1374464000,06-12-2000
0.257813007,0.265625,0.25,0.255580008,0.217528835,408917600,07-12-2000
0.264508992,0.273438007,0.257813007,0.268972993,0.228927881,435624000,08-12-2000
0.271205008,0.274554014,0.265625,0.271205008,0.230827495,332511200,11-12-2000
0.272320986,0.285714,0.267856985,0.274554014,0.233677953,386260000,12-12-2000
0.277902007,0.277902007,0.265625,0.267856985,0.227977961,344887200,13-12-2000
0.268415004,0.272320986,0.257813007,0.257813007,0.219429359,263317600,14-12-2000
0.260044992,0.262277007,0.25,0.251116008,0.213729426,513945600,15-12-2000
0.260044992,0.261161,0.248884007,0.254464,0.216578975,325808000,18-12-2000
0.256695986,0.272320986,0.25,0.25,0.212779611,374007200,19-12-2000
0.246094003,0.261161,0.243303999,0.256695986,0.218478709,565331200,20-12-2000
0.254464,0.267856985,0.247768,0.251116008,0.213729426,366844800,21-12-2000
0.252231985,0.267856985,0.252231985,0.267856985,0.227977961,318052000,22-12-2000
0.265625,0.267856985,0.254464,0.262277007,0.223228842,216815200,26-12-2000
0.256137997,0.264508992,0.253347993,0.264508992,0.225128472,325466400,27-12-2000
0.256695986,0.266741008,0.255580008,0.264508992,0.225128472,305177600,28-12-2000
0.262277007,0.267856985,0.258929014,0.265625,0.226078302,630336000,29-12-2000
0.265625,0.272320986,0.260044992,0.265625,0.226078302,452312000,02-01-2001
0.258929014,0.297991008,0.257813007,0.292411,0.248876333,817073600,03-01-2001
0.323940009,0.330356985,0.300222993,0.304688007,0.259325534,739396000,04-01-2001
0.302455008,0.310268015,0.286830008,0.292411,0.248876333,412356000,05-01-2001
0.302455008,0.303292006,0.284597993,0.295758992,0.251725882,373699200,08-01-2001
0.300222993,0.315010995,0.295758992,0.306919992,0.261225253,588929600,09-01-2001
0.297991008,0.303570986,0.286830008,0.295758992,0.251725882,580781600,10-01-2001
0.290179014,0.330356985,0.290179014,0.321429014,0.273574173,803734400,11-01-2001
0.319195986,0.321429014,0.304688007,0.306919992,0.261225253,423376800,12-01-2001
0.311383992,0.325893015,0.303570986,0.305804014,0.260275304,306118400,16-01-2001
0.313616008,0.313616008,0.294643015,0.300222993,0.255525261,840873600,17-01-2001
0.318080008,0.334820986,0.314731985,0.333705008,0.28402248,1227010400,18-01-2001
0.347097993,0.349330008,0.333705008,0.348214,0.296371281,776664000,19-01-2001
0.340402007,0.350445986,0.329241008,0.34375,0.292571992,519327200,22-01-2001
0.344866008,0.373883992,0.340402007,0.366070986,0.31156978,879530400,23-01-2001
0.368304014,0.369419992,0.349330008,0.366070986,0.31156978,717091200,24-01-2001
0.367188007,0.367188007,0.352679014,0.356027007,0.303021073,489708800,25-01-2001
0.348214,0.353794992,0.340402007,0.349330008,0.297321141,482820800,26-01-2001
0.349330008,0.388393015,0.349330008,0.387277007,0.329618633,855528800,29-01-2001
0.385044992,0.392856985,0.372768015,0.388393015,0.330568433,692423200,30-01-2001
0.383929014,0.401786,0.382813007,0.386161,0.328668773,730704800,31-01-2001
0.369419992,0.383929014,0.366070986,0.377231985,0.321069062,369695200,01-02-2001
0.377231985,0.391741008,0.366070986,0.368304014,0.313470215,427341600,02-02-2001
0.366070986,0.367188007,0.352679014,0.360491008,0.306820482,286115200,05-02-2001
0.359932989,0.381974995,0.357143015,0.377231985,0.321069062,462711200,06-02-2001
0.368862003,0.372768015,0.353794992,0.370536,0.315369934,393887200,07-02-2001
0.367188007,0.376116008,0.360491008,0.370536,0.315369934,604128000,08-02-2001
0.366070986,0.371652007,0.333705008,0.341518015,0.290672213,590083200,09-02-2001
0.340402007,0.357143015,0.335938007,0.351563007,0.299221694,274120000,12-02-2001
0.356027007,0.364955008,0.339286,0.341518015,0.290672213,237070400,13-02-2001
0.342633992,0.350445986,0.330356985,0.348214,0.296371281,309120000,14-02-2001
0.351563007,0.367188007,0.351563007,0.358258992,0.304920733,311416000,15-02-2001
0.339286,0.348214,0.334820986,0.339286,0.288772494,263911200,16-02-2001
0.342633992,0.347097993,0.324777007,0.327008992,0.278323352,314893600,20-02-2001
0.325893015,0.356027007,0.325893015,0.337054014,0.286872923,390258400,21-02-2001
0.340402007,0.345981985,0.321429014,0.335938007,0.285922945,431961600,22-02-2001
0.332589,0.337054014,0.325893015,0.335938007,0.285922945,293865600,23-02-2001
0.340402007,0.351563007,0.331472993,0.348214,0.296371281,206438400,26-02-2001
0.344307989,0.347097993,0.333705008,0.345981985,0.294471592,348516000,27-02-2001
0.345981985,0.347097993,0.323661,0.325893015,0.277373582,508233600,28-02-2001
0.318080008,0.334820986,0.306919992,0.334820986,0.28497225,330461600,01-03-2001
0.327008992,0.364955008,0.325893015,0.34375,0.292571992,406201600,02-03-2001
0.345981985,0.366070986,0.34375,0.363839,0.309670091,324172800,05-03-2001
0.369978011,0.393972993,0.369419992,0.383929014,0.326769024,731802400,06-03-2001
0.380580008,0.386161,0.370536,0.379464,0.322968841,419540800,07-03-2001
0.369419992,0.377231985,0.364955008,0.371652007,0.316319883,204859200,08-03-2001
0.368304014,0.369419992,0.357143015,0.361606985,0.307770312,299135200,09-03-2001
0.351563007,0.354911,0.323661,0.332589,0.283072531,391020000,12-03-2001
0.337054014,0.349330008,0.324777007,0.349330008,0.297321141,443329600,13-03-2001
0.330356985,0.366070986,0.329241008,0.364955008,0.310619891,477775200,14-03-2001
0.372768015,0.381695986,0.351563007,0.351563007,0.299221694,529317600,15-03-2001
0.339286,0.362722993,0.337054014,0.350445986,0.298271,470316000,16-03-2001
0.352679014,0.368304014,0.348214,0.367188007,0.312520415,356008800,19-03-2001
0.369978011,0.373883992,0.351563007,0.351563007,0.299221694,499206400,20-03-2001
0.353237003,0.372768015,0.345981985,0.359375,0.305870771,371375200,21-03-2001
0.363839,0.388393015,0.360491008,0.386161,0.328668773,723301600,22-03-2001
0.393972993,0.420758992,0.392856985,0.410714,0.349566221,944888000,23-03-2001
0.413035989,0.424106985,0.377321005,0.388929009,0.331024528,734451200,26-03-2001
0.391786009,0.411606997,0.391070992,0.408392996,0.347590774,543821600,27-03-2001
0.394286007,0.401786,0.383929014,0.395893008,0.336951643,584662400,28-03-2001
0.388749987,0.418749988,0.383929014,0.402321011,0.342422813,613065600,29-03-2001
0.402678996,0.405714005,0.381071001,0.394107014,0.335431725,400349600,30-03-2001
0.394463986,0.404642999,0.382142991,0.385535985,0.328136832,340911200,02-04-2001
0.381428987,0.382142991,0.35946399,0.361429006,0.307618827,368687200,03-04-2001
0.352856994,0.361606985,0.334820986,0.348214,0.296371281,685484800,04-04-2001
0.367857009,0.401786,0.357143015,0.372678995,0.317193985,446762400,05-04-2001
0.371428996,0.375714004,0.355356991,0.367679,0.312938362,324889600,06-04-2001
0.36946401,0.381071001,0.358213991,0.366786003,0.312178344,266582400,09-04-2001
0.373214006,0.405357003,0.371071011,0.393570989,0.334975451,457374400,10-04-2001
0.410356998,0.410714,0.379999995,0.389286011,0.331328481,334096000,11-04-2001
0.382499993,0.411071002,0.37767899,0.400357008,0.340751231,298933600,12-04-2001
0.394463986,0.400000006,0.372500002,0.382856995,0.325856626,285224800,16-04-2001
0.378571004,0.378749996,0.349999994,0.364286005,0.310050547,685199200,17-04-2001
0.385179013,0.430000007,0.376428992,0.406964004,0.346374482,1100842400,18-04-2001
0.456250012,0.459820986,0.421429008,0.459286004,0.390906751,1873670400,19-04-2001
0.445178986,0.457679003,0.439285994,0.447142988,0.380571604,693403200,20-04-2001
0.434643,0.446429014,0.428570986,0.433036,0.368564874,541525600,23-04-2001
0.434464008,0.441964,0.419820994,0.42910701,0.365220785,377137600,24-04-2001
0.432321012,0.443928987,0.420893013,0.441428989,0.375708222,330780800,25-04-2001
0.449463993,0.46607101,0.440714002,0.440892994,0.375252157,799696800,26-04-2001
0.449999988,0.469464004,0.441964,0.467857003,0.398201674,453012000,27-04-2001
0.476785988,0.48428601,0.444106996,0.455179006,0.387411147,494776800,30-04-2001
0.453750014,0.473214,0.449999988,0.463036001,0.39409849,427252000,01-05-2001
0.470357001,0.476785988,0.460000008,0.474821001,0.404128939,368524800,02-05-2001
0.463750005,0.46875,0.441606998,0.445713997,0.379355341,301543200,03-05-2001
0.432857007,0.461607009,0.427857012,0.459820986,0.391362041,281052800,04-05-2001
0.457500011,0.460000008,0.443571001,0.445713997,0.379355341,276550400,07-05-2001
0.452679008,0.454463989,0.427679002,0.438749999,0.373428106,315436800,08-05-2001
0.431071013,0.438392997,0.422679007,0.428214014,0.364460737,324889600,09-05-2001
0.432321012,0.4375,0.409821004,0.410714,0.349566221,288976800,10-05-2001
0.410892993,0.419463992,0.406428993,0.408035994,0.34728685,203044800,11-05-2001
